API_WellNo,FileNumber,Operator,WellName,County,Pool_Nm,PoolCompDate,Date_Treat,Top_,Bot,Frac_Acid,Units,Vol,Lbs_Prop,Acid_Con,MTPress,MTRate_N,Stages,Wh_Lat,Wh_Long
33061010900000,18239,"SLAWSON EXPLORATION COMPANY, INC.",BAZOOKA  1-20H,MOUNTRAIL,BAKKEN,10/31/2009,10/31/2009,10762,14934,SAND,Bbl,19452,1811500,NULL,NULL,NULL,NULL,47.96251126,-102.4875841
33061010890000,18238,MUREX PETROLEUM CORPORATION,GRACE  2-11H,MOUNTRAIL,BAKKEN,11/21/2009,4/10/2010,10083,19240,SAND,Bbl,29967,2624300,NULL,6776,31.2,NULL,48.19631979,-102.3337866
33025009540000,18236,MARATHON OIL COMPANY,PAULSON  44-9H,DUNN,BAKKEN,11/18/2009,11/17/2009,10961,19937,SAND,Gal,638652,1558000,NULL,NULL,NULL,NULL,47.47456529,-102.5289542
33013014640000,18235,"PETRO HARVESTER OPERATING COMPANY, LLC",EARL CHREST JR.  1H,BURKE,BAKKEN,11/20/2009,11/20/2009,8365,12100,SAND,Bbl,21750,360000,NULL,NULL,NULL,NULL,48.74795479,-102.4457769
33025009530000,18234,"LIME ROCK RESOURCES III-A, L.P.",KARY STATE  34-19H,DUNN,BAKKEN,12/29/2009,12/30/2009,11079,19289,SAND,Bbl,35269,656936,NULL,6970,69,NULL,47.27182923,-102.8901312
33061010880000,18233,WHITING OIL AND GAS CORPORATION,OGDEN 11-3TFH,MOUNTRAIL,BAKKEN,11/6/2009,11/6/2009,10667,20009,SAND,Bbl,36213,3336000,NULL,5075,30.1,NULL,48.19549521,-102.5029495
33061010870000,18232,HUNT OIL COMPANY,NICHOLS 10-15H  1,MOUNTRAIL,BAKKEN,12/28/2009,12/27/2009,9636,18697,SAND,Bbl,55697,3327202,NULL,7530,35.4,NULL,48.32849578,-102.2306895
33061010860000,18231,"EOG RESOURCES, INC.",COTTONWOOD  7-21H,MOUNTRAIL,BAKKEN,10/16/2009,10/16/2009,10316,14495,SAND,Bbl,29769,2487743,NULL,NULL,NULL,NULL,48.41471115,-102.5796041
33061010850000,18230,MARATHON OIL COMPANY,FISHER USA  21-5H,MOUNTRAIL,BAKKEN,10/23/2009,10/22/2009,11102,20147,SAND,Gal,820386,2090982,NULL,NULL,31.4,NULL,47.84673242,-102.6146377
33061010840000,18229,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE B-155-93-  1609H-1,MOUNTRAIL,BAKKEN,10/18/2009,10/18/2009,10645,20792,SAND,Bbl,30719,1959165,NULL,NULL,29.7,NULL,48.24111781,-102.6360747
33061010830000,18228,"HESS BAKKEN INVESTMENTS II, LLC",EN-URAN-154-93-  1213H-1,MOUNTRAIL,BAKKEN,11/25/2009,11/25/2009,11008,20547,SAND,Bbl,14970,1389236,NULL,NULL,30.5,NULL,48.18133237,-102.5889383
33025009520000,18227,"HESS BAKKEN INVESTMENTS II, LLC",OBRIGEWITCH 34-1H,DUNN,BAKKEN,10/26/2009,10/26/2009,19633,20440,SAND,Bbl,3993,109620,NULL,NULL,NULL,NULL,47.4162561,-103.0282114
33025009520000,18227,"HESS BAKKEN INVESTMENTS II, LLC",OBRIGEWITCH 34-1H,DUNN,BAKKEN,10/26/2009,8/15/2010,11740,18842,SAND,Bbl,46035,1642550,NULL,NULL,NULL,NULL,47.4162561,-103.0282114
33105017460000,18226,"CONTINENTAL RESOURCES, INC.",CHANEL  1-33H,WILLIAMS,BAKKEN,11/4/2009,11/4/2009,10954,14935,SAND,Bbl,11322,704409,NULL,NULL,NULL,NULL,48.1246682,-103.5559179
33053030410000,18225,BURLINGTON RESOURCES OIL & GAS COMPANY LP,NORMAN 1-9H,MCKENZIE,BAKKEN,1/3/2010,12/21/2009,11047,20462,SAND,Gal,1496523,1845855,NULL,9300,50,NULL,47.8191703,-102.9807854
33053030400000,18224,"CONTINENTAL RESOURCES, INC.",HENDRICKSON  1-36H,MCKENZIE,BAKKEN,11/20/2009,10/31/2009,11122,20495,SAND,Gal,32374,1926351,NULL,8500,45,NULL,48.02416052,-102.7149436
33025009510000,18223,"HESS BAKKEN INVESTMENTS II, LLC",RIEMER  2-1H,DUNN,BAKKEN,10/15/2009,10/15/2009,10643,19777,SAND,Bbl,43642,1638367,NULL,NULL,NULL,NULL,47.24096463,-102.5577028
33025009500000,18222,HUNT OIL COMPANY,QUILL 10-3H  1,DUNN,BAKKEN,10/28/2009,10/28/2009,10922,19000,SAND,Bbl,48220,3334968,NULL,8073,36.4,NULL,47.38730887,-102.5131388
33025009490000,18221,ENERPLUS RESOURCES USA CORPORATION,ZANE 32-24H,DUNN,BAKKEN,10/10/2009,10/10/2009,10830,14954,SAND,Bbl,21999,1120900,NULL,NULL,NULL,NULL,47.58881613,-102.5578977
33061010820000,18220,"SLAWSON EXPLORATION COMPANY, INC.",COYOTE  1-32H,MOUNTRAIL,BAKKEN,9/18/2009,9/18/2009,10759,15443,SAND,Bbl,17680,1681752,NULL,NULL,NULL,NULL,47.93366622,-102.4784541
33013014630000,18219,"LIME ROCK RESOURCES III-A, L.P.",HONKERS  9-16H,BURKE,BAKKEN,12/5/2009,10/13/2009,8240,13720,SAND,Bbl,28225,2800334,NULL,6056,25,NULL,48.69207064,-102.3002146
33053030390000,18218,"HESS BAKKEN INVESTMENTS II, LLC",BB-FEDERAL-151-95- 0817H-1,MCKENZIE,BAKKEN,3/16/2010,3/16/2010,11228,20101,SAND,Bbl,32561,2249170,NULL,NULL,26.7,NULL,47.91844569,-102.8664071
33025009480000,18217,MARATHON OIL COMPANY,MIKE SCHOLLMEYER  24-35H,DUNN,BAKKEN,3/16/2010,3/13/2010,10788,19749,SAND,Gal,988764,2311633,NULL,NULL,31.6,NULL,47.32985125,-102.6226945
33023005600000,18215,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",20401 JV-P LOUIE  1-36H,DIVIDE,BAKKEN,1/16/2010,1/8/2010,14345,15946,SAND,Gal,302106,445889,NULL,8438,42.4,NULL,48.63405325,-102.8918688
33023005600000,18215,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",20401 JV-P LOUIE  1-36H,DIVIDE,BAKKEN,1/16/2010,2/5/2010,12394,14186,SAND,Gal,445998,586827,NULL,8561,43,NULL,48.63405325,-102.8918688
33023005600000,18215,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",20401 JV-P LOUIE  1-36H,DIVIDE,BAKKEN,1/16/2010,3/20/2010,11750,12236,SAND,Gal,180894,192087,NULL,8220,40.1,NULL,48.63405325,-102.8918688
33023005600000,18215,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",20401 JV-P LOUIE  1-36H,DIVIDE,BAKKEN,1/16/2010,4/13/2010,973,11599,SAND,Gal,362796,571724,NULL,7848,40.8,NULL,48.63405325,-102.8918688
33061010810000,18214,"EOG RESOURCES, INC.",JAMES HILL  1-31H,MOUNTRAIL,BAKKEN,12/4/2009,12/4/2009,9933,17153,SAND,Bbl,58834,4252080,NULL,NULL,NULL,NULL,48.38634923,-102.4933276
33061010800000,18213,WHITING OIL AND GAS CORPORATION,PLATT  44-28H,MOUNTRAIL,BAKKEN,12/11/2009,12/11/2009,10280,19656,SAND,Bbl,25601,2450900,NULL,4583,33.4,NULL,48.12665091,-102.3762156
33055001250000,18212,"RED WILLOW GREAT PLAINS, LLC",MHA  1-11H-148-90,MCLEAN,BAKKEN,1/1/2010,10/2/2009,9902,13837,SAND,Bbl,25309,1371326,NULL,6875,43,NULL,47.64698278,-102.1115546
33061010790000,18211,"SLAWSON EXPLORATION COMPANY, INC.",MINX  1-29H,MOUNTRAIL,BAKKEN,10/26/2009,10/26/2009,10320,14866,SAND,Bbl,20418,2218600,NULL,NULL,NULL,NULL,47.96251085,-102.4879925
33053030380000,18210,BURLINGTON RESOURCES OIL & GAS COMPANY LP,EVERGLADES 11-3H,MCKENZIE,BAKKEN/THREE FORKS,11/1/2009,10/29/2009,18350,20360,SAND,Bbl,9218,670000,NULL,8129,41,NULL,48.02300771,-102.9589895
33053030380000,18210,BURLINGTON RESOURCES OIL & GAS COMPANY LP,EVERGLADES 11-3H,MCKENZIE,BAKKEN/THREE FORKS,11/1/2009,10/30/2009,15367,17374,SAND,Bbl,9075,710271,NULL,6955,41,NULL,48.02300771,-102.9589895
33053030380000,18210,BURLINGTON RESOURCES OIL & GAS COMPANY LP,EVERGLADES 11-3H,MCKENZIE,BAKKEN/THREE FORKS,11/1/2009,10/31/2009,11099,14348,SAND,Bbl,12566,977752,NULL,7277,42.1,NULL,48.02300771,-102.9589895
33061010780000,18209,MUREX PETROLEUM CORPORATION,THOMAS PATRICK  1-12H,MOUNTRAIL,BAKKEN,10/22/2009,10/20/2009,11395,19020,SAND,Bbl,56265,2406971,NULL,6372,57.1,NULL,48.1963378,-102.3128259
33061010760000,18207,"SLAWSON EXPLORATION COMPANY, INC.",MACHETE  1-19H,MOUNTRAIL,BAKKEN,3/6/2010,3/6/2010,10813,14985,SAND,Bbl,23024,2109700,NULL,NULL,NULL,NULL,47.9627581,-102.5090544
33025009470000,18206,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  147-94-2A-11-1H,DUNN,BAKKEN,1/26/2011,1/22/2011,11550,20563,SAND,Bbl,47525,1809536,NULL,6821,32,NULL,47.58779942,-102.614986
33053030370000,18205,NEWFIELD PRODUCTION COMPANY,MANTA RAY  1-12H,MCKENZIE,BAKKEN,3/4/2010,3/4/2010,11525,15558,SAND,Bbl,27334,754606,NULL,NULL,NULL,NULL,47.82006764,-103.4279268
33105017450000,18204,EQUINOR ENERGY LP,BCD FARMS 16-21  1-H,WILLIAMS,BAKKEN,10/27/2009,10/27/2009,10604,19426,SAND,Bbl,68572,3735428,NULL,NULL,NULL,NULL,48.34186387,-103.9449001
33061010750000,18203,"EOG RESOURCES, INC.",FERTILE   34-31H,MOUNTRAIL,BAKKEN,6/9/2010,6/10/2010,10133,14709,SAND,Bbl,23424,2833559,NULL,NULL,NULL,NULL,47.86102944,-102.2513067
33053030360000,18201,"HESS BAKKEN INVESTMENTS II, LLC",HA-STATE-152-95-  1621H-1,MCKENZIE,BAKKEN,7/3/2010,7/1/2010,10870,20296,SAND,Bbl,33305,733639,NULL,8009,35.9,NULL,47.99103111,-102.8431377
33061010740000,18200,"KRAKEN DEVELOPMENT III, LLC",KINNOIN 24-13H,MOUNTRAIL,BAKKEN,9/13/2010,9/3/2010,9988,19622,SAND,Bbl,21018,2078480,NULL,7218,36.8,NULL,48.13953669,-102.3114931
33061010730000,18199,"SLAWSON EXPLORATION COMPANY, INC.",ZULU   1-21H,MOUNTRAIL,BAKKEN,10/31/2009,10/31/2009,10551,14745,SAND,Bbl,19888,1683700,NULL,NULL,NULL,NULL,47.96297435,-102.4664918
33025009450000,18196,MARATHON OIL COMPANY,ANDI SCHOLLMEYER 41-5H,DUNN,BAKKEN,4/23/2010,4/19/2010,10991,20135,SAND,Gal,691476,509505,NULL,NULL,90,NULL,47.32763659,-102.6116802
33061010710000,18195,"SLAWSON EXPLORATION COMPANY, INC.",COUGAR FEDERAL  1-30H,MOUNTRAIL,BAKKEN,3/4/2010,3/4/2010,10437,15017,SAND,Bbl,25265,2625535,NULL,NULL,NULL,NULL,47.96275883,-102.5094628
33061010700000,18194,"HESS BAKKEN INVESTMENTS II, LLC",RS-ENANDER A-155-91-  0607H-1,MOUNTRAIL,BAKKEN,9/18/2009,9/18/2009,10243,20107,SAND,Bbl,19735,2300402,NULL,NULL,36.4,NULL,48.283698,-102.4368356
33025009440000,18193,"LIME ROCK RESOURCES III-A, L.P.",MARTIN  34-31H,DUNN,BAKKEN,10/12/2009,10/18/2009,11126,20200,SAND,Bbl,60236,1357884,NULL,7623,50,NULL,47.24192628,-102.8898062
33061010690000,18192,"LIME ROCK RESOURCES III-A, L.P.",REUM 31-30H,MOUNTRAIL,BAKKEN,12/1/2009,12/1/2009,10580,19487,SAND,Gal,604139,1596826,NULL,NULL,33,NULL,48.19756963,-102.4226578
33061010680000,18191,MARATHON OIL COMPANY,RAYMOND USA 41-4H,MOUNTRAIL,BAKKEN,12/12/2009,12/11/2009,11019,20341,SAND,Gal,610981,1558000,NULL,NULL,30,NULL,47.84677921,-102.5825437
33025009430000,18189,XTO ENERGY INC,JORGENSON  43X-4,DUNN,BAKKEN,9/4/2009,9/4/2009,11351,20787,SAND,Bbl,21039,938282,NULL,8792,NULL,NULL,47.66635884,-102.9098385
33061010670000,18188,"SLAWSON EXPLORATION COMPANY, INC.",GENESIS  1-13H,MOUNTRAIL,BAKKEN,9/5/2009,9/5/2009,10172,14120,SAND,Bbl,20498,1801000,NULL,NULL,NULL,NULL,47.97855813,-102.4020451
33061010660000,18187,"HESS BAKKEN INVESTMENTS II, LLC",EN-HANSON-156-94-  3031H-1,MOUNTRAIL,BAKKEN,9/21/2009,9/21/2009,10874,20630,SAND,Bbl,19492,1889777,NULL,NULL,29.1,NULL,48.31208416,-102.8272475
33061010650000,18182,"LIME ROCK RESOURCES III-A, L.P.",HARSTAD  18-19H,MOUNTRAIL,BAKKEN,10/14/2009,10/14/2009,10274,18142,SAND,Bbl,18492,1655541,NULL,NULL,37,NULL,48.25116904,-102.4371372
33061010640000,18181,"EOG RESOURCES, INC.",FERTILE  19-29H,MOUNTRAIL,BAKKEN,6/26/2011,6/25/2011,10094,14434,SAND,Bbl,18777,1662714,NULL,9351,22.3,15,47.86341552,-102.2165114
33061010630000,18180,"SLAWSON EXPLORATION COMPANY, INC.",STALLION   1-1-12H,MOUNTRAIL,BAKKEN,2/2/2010,2/7/2010,10733,19915,SAND,Bbl,44633,3875792,NULL,NULL,NULL,NULL,47.93378716,-102.5194045
33053030340000,18177,BURLINGTON RESOURCES OIL & GAS COMPANY LP,BRYCE 31-5H,MCKENZIE,BAKKEN,10/20/2009,10/13/2009,19319,20429,SAND,Bbl,6205,279200,NULL,7760,40,NULL,48.02304233,-102.9906294
33053030340000,18177,BURLINGTON RESOURCES OIL & GAS COMPANY LP,BRYCE 31-5H,MCKENZIE,BAKKEN,10/20/2009,10/15/2009,15040,18270,SAND,Bbl,6648,542400,NULL,6920,40,NULL,48.02304233,-102.9906294
33053030340000,18177,BURLINGTON RESOURCES OIL & GAS COMPANY LP,BRYCE 31-5H,MCKENZIE,BAKKEN,10/20/2009,10/17/2009,12749,14387,SAND,Bbl,3836,987900,NULL,NULL,NULL,NULL,48.02304233,-102.9906294
33053030340000,18177,BURLINGTON RESOURCES OIL & GAS COMPANY LP,BRYCE 31-5H,MCKENZIE,BAKKEN,10/20/2009,10/18/2009,10819,12470,SAND,Bbl,3532,423000,NULL,5041,41.6,NULL,48.02304233,-102.9906294
33061010610000,18176,WHITING OIL AND GAS CORPORATION,TTT RANCH 43-4H,MOUNTRAIL,BAKKEN,1/31/2010,2/2/2010,10065,19548,SAND,Bbl,26072,2124400,NULL,4666,36.4,NULL,48.18763377,-102.3761287
33105017400000,18175,EQUINOR ENERGY LP,BRAD OLSON 9-16  1-H,WILLIAMS,BAKKEN,10/11/2009,10/11/2009,10892,20125,SAND,Bbl,73653,3882568,NULL,NULL,NULL,NULL,48.18272542,-103.8030459
33053030330000,18173,XTO ENERGY INC,BURNS FEDERAL  41X-30,MCKENZIE,BAKKEN,11/11/2009,11/4/2009,10877,19995,SAND,Bbl,23508,918214,NULL,8140,53,NULL,47.7029498,-104.0364861
33061010600000,18172,"EOG RESOURCES, INC.",FERTILE  35-32H,MOUNTRAIL,BAKKEN,9/18/2009,9/18/2009,13677,14788,SAND,Bbl,7769,545358,NULL,NULL,NULL,NULL,47.84844282,-102.2177188
33061010600000,18172,"EOG RESOURCES, INC.",FERTILE  35-32H,MOUNTRAIL,BAKKEN,9/18/2009,12/22/2009,10264,12874,SAND,Bbl,13065,1184693,NULL,NULL,NULL,NULL,47.84844282,-102.2177188
33061010590000,18171,"EOG RESOURCES, INC.",LUCILLE  22-06H,MOUNTRAIL,BAKKEN,9/19/2009,9/19/2009,10095,15170,SAND,Bbl,23914,3106593,NULL,NULL,NULL,NULL,48.09654848,-102.2907142
33061010580000,18170,"SLAWSON EXPLORATION COMPANY, INC.",CANNONBALL FEDERAL   1-27-34H,MOUNTRAIL,BAKKEN,5/16/2010,5/16/2010,9939,19220,SAND,Bbl,22276,1810600,NULL,NULL,NULL,NULL,47.96286266,-102.3150231
33061010570000,18169,XTO ENERGY INC,KRIEGER  42X-17,MOUNTRAIL,BAKKEN,12/23/2009,12/21/2009,11234,19938,SAND,Bbl,20625,777795,NULL,8908,39,NULL,48.16467615,-102.7862139
33061010560000,18168,HUNT OIL COMPANY,BARTELSON  1-33H,MOUNTRAIL,BAKKEN,9/17/2009,9/17/2009,9574,13630,SAND,Bbl,23904,1649200,NULL,7583,49.7,NULL,48.12400612,-102.1319448
33061010550000,18167,WHITING OIL AND GAS CORPORATION,HAGEY 11-13H,MOUNTRAIL,BAKKEN,9/22/2009,9/22/2009,10459,19377,SAND,Bbl,20563,1948000,NULL,NULL,30,NULL,48.16694774,-102.4578784
33025009420000,18166,ENERPLUS RESOURCES USA CORPORATION,PATRICIA CHARGING  4-15H,DUNN,BAKKEN,4/13/2010,4/13/2010,11047,15411,SAND,Gal,714663,998727,NULL,NULL,32.1,NULL,47.73058423,-102.5767753
33061010540000,18164,"EOG RESOURCES, INC.",BURKE  27-07H,MOUNTRAIL,BAKKEN,11/21/2009,11/21/2009,9575,14295,SAND,Bbl,34090,2895700,NULL,NULL,NULL,NULL,48.2563297,-102.294964
33061010530000,18163,"EOG RESOURCES, INC.",BURKE  100-20H,MOUNTRAIL,BAKKEN,10/28/2009,10/28/2009,9884,14334,SAND,Bbl,48810,2802606,NULL,NULL,NULL,NULL,48.22654097,-102.2699495
33061010510000,18160,WHITING OIL AND GAS CORPORATION,STROBECK 11-1H,MOUNTRAIL,BAKKEN,8/25/2009,8/25/2009,10334,19753,SAND,Bbl,17908,1918900,NULL,4650,35,NULL,48.19550462,-102.460422
33053030310000,18159,"CONTINENTAL RESOURCES, INC.",ROLLEFSTAD  1-3H,MCKENZIE,SANISH,8/30/2009,8/26/2009,10286,20904,SAND,Gal,830370,1553160,NULL,9300,50,NULL,48.02184099,-102.7030798
33055001240000,18158,QEP ENERGY COMPANY,MHA  1-08H-149-90,MCLEAN,BAKKEN,10/12/2009,10/7/2009,9954,14946,SAND,Gal,935352,1850000,NULL,8922,33,NULL,47.74565526,-102.2326863
33061010500000,18157,"EOG RESOURCES, INC.",FERTILE   13-18H,MOUNTRAIL,BAKKEN,9/12/2009,9/12/2009,10130,14712,SAND,Bbl,7113,650035,NULL,NULL,NULL,NULL,47.89210109,-102.2379796
33061010480000,18153,MARATHON OIL COMPANY,BRODAHL 31-25H,MOUNTRAIL,BAKKEN,9/10/2009,9/8/2009,10557,19814,SAND,Gal,568000,1558000,NULL,NULL,43,NULL,47.87577268,-102.5195741
33053030300000,18152,XTO ENERGY INC,ALKALI CREEK   41X-15,MCKENZIE,BAKKEN,8/26/2009,8/25/2009,10544,20012,SAND,Bbl,20852,939930,NULL,NULL,NULL,NULL,47.64788355,-104.0344449
33061010470000,18150,"EOG RESOURCES, INC.",CLEARWATER  3-12H,MOUNTRAIL,BAKKEN,9/24/2009,9/24/2009,9235,13522,SAND,Bbl,37201,2637340,NULL,NULL,NULL,NULL,48.44409497,-102.2543727
33061010460000,18148,"EOG RESOURCES, INC.",CLEARWATER  2-01H,MOUNTRAIL,BAKKEN,9/14/2009,9/14/2009,9286,13605,SAND,Bbl,39645,2707340,NULL,NULL,NULL,NULL,48.45848271,-102.2540308
33061010450000,18147,"EOG RESOURCES, INC.",FERTILE  16-20H,MOUNTRAIL,BAKKEN,7/4/2010,6/30/2010,10086,14393,SAND,Bbl,17915,2026355,NULL,NULL,NULL,NULL,47.87739761,-102.2161058
33061010440000,18146,HUNT OIL COMPANY,NIELSEN  1-8H,MOUNTRAIL,BAKKEN,9/3/2009,9/3/2009,9525,13190,SAND,Bbl,25229,1645071,NULL,7364,39.4,NULL,48.355609,-102.2815184
33105017360000,18144,XTO ENERGY INC,DONNELLY FEDERAL  24X-35,WILLIAMS,BAKKEN,8/5/2009,8/5/2009,10355,19678,SAND,Bbl,22968,915162,NULL,7979,NULL,NULL,48.46023015,-103.0501836
33105017350000,18143,XTO ENERGY INC,HBU MARMON  41X-12,WILLIAMS,BAKKEN,9/2/2009,9/2/2009,10908,20710,SAND,Bbl,20989,1047495,NULL,9006,NULL,NULL,48.18204086,-102.8292136
33025009400000,18141,MARATHON OIL COMPANY,LAZY HE  21-17H,DUNN,BAKKEN,10/13/2009,10/12/2009,10983,19770,SAND,Gal,756972,338710,NULL,NULL,102.5,NULL,47.47232368,-102.5596729
33025009400000,18141,MARATHON OIL COMPANY,LAZY HE  21-17H,DUNN,BAKKEN,10/13/2009,2/11/2015,10806,19770,SAND,Bbl,40211,2137860,NULL,6242,27.6,30,47.47232368,-102.5596729
33053030290000,18140,BURLINGTON RESOURCES OIL & GAS COMPANY LP,SEQUOIA  24-9H,MCKENZIE,BAKKEN,9/25/2009,9/22/2009,11343,20568,SAND,Bbl,17895,874100,NULL,6537,45,NULL,47.99286437,-102.8451521
33061010430000,18139,"EOG RESOURCES, INC.",SIDONIA   2-05H,MOUNTRAIL,BAKKEN,9/19/2009,9/19/2009,9179,13875,SAND,Bbl,45309,3870040,NULL,NULL,NULL,NULL,48.54412826,-102.3411124
33053030280000,18138,"CONTINENTAL RESOURCES, INC.",SIMMENTAL   1-21H,MCKENZIE,BAKKEN,11/8/2009,9/25/2009,11165,20520,SAND,Gal,1443382,1988940,NULL,9300,50,NULL,48.05323179,-102.7799434
33053030270000,18137,"CONTINENTAL RESOURCES, INC.",BOHMBACH   1-35H,MCKENZIE,BAKKEN,7/11/2009,7/8/2009,11245,20196,SAND,Gal,686040,372540,NULL,9300,50,NULL,48.02410539,-102.7364572
33061010420000,18136,WHITING OIL AND GAS CORPORATION,NESHEIM  21-24H,MOUNTRAIL,BAKKEN,10/30/2009,10/30/2009,9986,19435,SAND,Bbl,24619,699100,NULL,36,4277,NULL,48.06578437,-102.3224584
33061010410000,18135,"WPX ENERGY WILLISTON, LLC",PENNINGTON  16-15H,MOUNTRAIL,BAKKEN,9/20/2009,9/20/2009,10384,15867,SAND,Gal,1182735,962803,NULL,NULL,NULL,NULL,47.97957954,-102.4299818
33053030260000,18134,XTO ENERGY INC,VIOLET 21X-29,MCKENZIE,BAKKEN,10/17/2009,10/12/2009,10807,19888,SAND,Bbl,20947,930249,NULL,9948,49,NULL,47.70290133,-104.0247764
33061010400000,18131,"HESS BAKKEN INVESTMENTS II, LLC",EN-HERMANSON A-154-93-  0136H-1,MOUNTRAIL,BAKKEN,8/18/2009,8/18/2009,10675,20505,SAND,Bbl,19509,1906553,NULL,NULL,36.6,NULL,48.18354786,-102.5702579
33061010390000,18130,"HESS BAKKEN INVESTMENTS II, LLC",RS-HARSTAD-155-91- 0433H-1,MOUNTRAIL,BAKKEN,8/12/2009,8/12/2009,9916,18951,SAND,Bbl,10800,961738,NULL,NULL,35.1,NULL,48.27005506,-102.3846027
33025009380000,18129,"WPX ENERGY WILLISTON, LLC",ETHAN HALL  14HC,DUNN,BAKKEN,11/28/2011,11/7/2011,11226,15286,SAND,Gal,1519958,1849491,NULL,NULL,NULL,NULL,47.64524751,-102.6189907
33053030250000,18128,"WPX ENERGY WILLISTON, LLC",CROSS  2-13H,MCKENZIE,BAKKEN,11/23/2009,11/23/2009,11254,15310,SAND,Gal,994317,750558,NULL,NULL,NULL,NULL,47.73079847,-102.6517518
33053030240000,18126,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  152-93-17C-08-1H,MCKENZIE,BAKKEN,4/5/2010,4/1/2010,10885,20575,SAND,Bbl,37497,1270602,NULL,8680,43,NULL,47.97847017,-102.6161694
33105017330000,18125,XTO ENERGY INC,ROSSMILLER  31X-15,WILLIAMS,BAKKEN,6/22/2010,6/15/2010,9869,19072,SAND,Bbl,42071,1779906,NULL,8378,64,NULL,48.6034533,-103.0676527
33061010380000,18124,"WHITE BUTTE OIL OPERATIONS, LLC",MEERKAT  1-7H,MOUNTRAIL,BAKKEN,8/22/2009,8/22/2009,10091,14889,SAND,Bbl,10791,1035540,NULL,NULL,NULL,NULL,47.99570448,-102.3884755
33061010370000,18123,"WHITE BUTTE OIL OPERATIONS, LLC",MEERKAT 1-12H,MOUNTRAIL,BAKKEN,8/8/2009,8/8/2009,10258,13378,SAND,Bbl,24289,2431000,NULL,NULL,NULL,NULL,47.99598716,-102.3881889
33025009370000,18122,NEWFIELD PRODUCTION COMPANY,ARKADIOS  1-18H,DUNN,BAKKEN,1/17/2010,1/17/2010,11561,15640,SAND,Bbl,13855,941309,NULL,NULL,NULL,NULL,47.63255788,-103.0838445
33061010360000,18121,"EOG RESOURCES, INC.",FERTILE  17-21H,MOUNTRAIL,BAKKEN,7/7/2010,7/5/2010,10088,14943,SAND,Bbl,16193,1506478,NULL,NULL,NULL,NULL,47.89048948,-102.2095047
33025009360000,18120,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU MAINSTREETER  14-24TFH,DUNN,BAKKEN,2/17/2014,1/23/2014,11712,20872,SAND,Bbl,56639,3315840,NULL,7857,40,30,47.53161775,-102.7355899
33061010350000,18119,"SLAWSON EXPLORATION COMPANY, INC.",TEMPEST  1-14H,MOUNTRAIL,BAKKEN,10/14/2009,10/14/2009,10178,14240,SAND,Bbl,19364,1802400,NULL,NULL,NULL,NULL,47.97878322,-102.4149187
33061010340000,18118,"EOG RESOURCES, INC.",ROSS 12-06H,MOUNTRAIL,BAKKEN,5/22/2010,5/21/2010,10148,15407,SAND,Bbl,29957,2868625,NULL,NULL,NULL,NULL,48.3570964,-102.549707
33061010330000,18117,"EOG RESOURCES, INC.",FERTILE  14-17H,MOUNTRAIL,BAKKEN,5/2/2010,5/1/2010,10103,14804,SAND,Bbl,21149,1986626,NULL,NULL,NULL,NULL,47.89199656,-102.2204763
33053030230000,18116,XTO ENERGY INC,MARIANA TRUST 12X-20,MCKENZIE,BAKKEN,10/10/2009,10/2/2009,11606,20556,SAND,Bbl,20426,807257,NULL,9351,45,NULL,47.71174926,-103.1322561
33053030220000,18115,"HESS BAKKEN INVESTMENTS II, LLC",HA-LINK-152-95-  3526H-1,MCKENZIE,BAKKEN,10/5/2009,10/5/2009,11050,20106,SAND,Bbl,26024,1731358,NULL,NULL,32.2,NULL,47.93482725,-102.7997506
33061010320000,18114,MARATHON OIL COMPANY,WADHOLM  41-30H,MOUNTRAIL,BAKKEN,8/14/2009,8/12/2009,NULL,NULL,SAND,Gal,554610,1451232,NULL,NULL,39,NULL,47.87554139,-102.4982676
33061010310000,18113,HUNT OIL COMPANY,HENRY  1-28H,MOUNTRAIL,BAKKEN,7/16/2009,7/16/2009,9545,13585,SAND,Bbl,28359,1789132,NULL,4512,24.6,NULL,48.13814618,-102.1317842
33025009350000,18112,XTO ENERGY INC,PORCUPINE RIDGE  14-35H,DUNN,BAKKEN,3/19/2010,3/19/2010,11440,15495,SAND,Bbl,34282,821841,NULL,NULL,NULL,NULL,47.58903574,-102.8813367
33053030210000,18111,"PETRO-HUNT, L.L.C.",THOMPSON  8D-4-4H,MCKENZIE,BAKKEN,4/21/2011,5/6/2011,11128,16940,SAND,Bbl,30443,1194267,NULL,7883,36.4,11,48.07915021,-102.9160073
33061010300000,18110,"EOG RESOURCES, INC.",FERTILE  11-10H,MOUNTRAIL,BAKKEN,6/6/2010,6/4/2010,9781,14732,SAND,Bbl,29052,3079039,NULL,NULL,NULL,NULL,47.91887662,-102.1923294
