56194,2228113,8706,61,24,9301
57931,2405317,8576,62,26,9817
75442,3704860,8600,43.7,26,9371
77574,2328000,9923,38.2,26,8809
22233,1713927,8300,35,26,4222
101717,4329400,7700,44,26,9130
44826,2323900,8500,40,24,9480
28737,2376400,7573,42.9,26,10136
72078,3763740,8735,40.5,26,9337
3392,213972,7421,15.8,26,9000
43911,2500880,8420,41.5,26,9156
24832,2122820,6950,45,26,9616
33166,1305600,6450,51.4,26,9665
35978,463737,7748,41.8,18,9473
29268,2509900,7089,48.5,26,9775
21269,1864700,7116,31.1,26,4695
43965,2346536,8500,41,26,9131
47425,2291760,8500,40.9,24,10163
49143,2197063,8375,33.8,24,9383
41461,1935913,8145,41.7,20,9658
46628,2235645,8175,41.6,23,9315
57869,3690423,8101,34.4,26,9612
75872,4496210,7756,36,36,9352
29700,414874,8510,24.2,26,5456
22367,2160740,5989,37.7,26,9537
56370,1313210,6648,44.4,26,8490
65312,2337400,7500,48.9,25,9019
43139,2035369,8400,32.7,26,9504
43702,2390890,8500,41,26,9477
58769,2891430,8500,41,30,9050
61512,3234580,10428,71.6,26,9732
45488,3022626,3885,28.4,26,7485
23516,1765323,8836,29.5,26,4261
112126,2163198,9000,61,26,5647
38563,1690607,7282,43.4,26,9419
60862,2684424,8600,51,24,9513
33814,926332,7932,32.9,26,9258
43459,2303870,8500,40,26,9332
55075,3444072,8493,33.4,26,9410
49410,2468762,8632,50.9,26,9853
50268,2499875,8415,52.4,26,8810
50905,2509265,8886,51.3,26,9676
50089,2534194,8155,46,26,9453
31304,1152840,9832,38.5,22,9264
44598,1983932,10146,52.2,26,9571
26756,2447480,7474,45,26,8941
66152,4612766,8690,40.8,26,10107
60852,4562138,8500,42,26,9491
74074,3974138,9727,41.9,26,10037
64752,2677370,8712,49,24,9526
77251,3777400,9450,55.7,26,9265
43813,2181821,7945,41.6,26,8826
43669,2135750,8500,41,26,9047
44995,2664620,6360,45.6,26,10371
